Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Resultados;Fecha;Temporada
Villarreal;Local;3;17;0;0;3;19;0;0;1;0;0;0;0;0;No;1;12/12/2016;2016/2017
Atlético;Visitante;0;0;0;10;0;0;0;11;0;0;0;0;0;1;No;1;12/12/2016;2016/2017
Alavés;Local;1;7;0;0;3;10;0;0;1;0;0;0;0;0;No;1;16/12/2016;2016/2017
Betis;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;3;No;1;16/12/2016;2016/2017
Atlético;Local;1;19;0;0;3;17;0;0;1;0;0;0;0;0;No;1;17/12/2016;2016/2017
Las Palmas;Visitante;0;0;0;10;0;0;0;5;0;0;0;0;0;1;No;1;17/12/2016;2016/2017
Granada;Local;0;6;0;0;0;9;0;0;0;0;1;0;0;0;Si;2;17/12/2016;2016/2017
R. Sociedad;Visitante;0;0;2;13;0;0;3;12;0;0;0;1;0;0;No;2;17/12/2016;2016/2017
Sevilla;Local;4;19;0;0;3;21;0;0;2;0;0;0;0;0;No;1;17/12/2016;2016/2017
Málaga;Visitante;0;0;1;8;0;0;0;4;0;0;0;0;0;1;No;1;17/12/2016;2016/2017
Sporting Gijón;Local;1;11;0;0;0;10;0;0;0;0;1;0;0;0;Si;2;17/12/2016;2016/2017
Villarreal;Visitante;0;0;3;8;0;0;3;10;0;0;0;1;0;0;No;2;17/12/2016;2016/2017
Barcelona;Local;4;18;0;0;3;15;0;0;1;0;0;0;0;0;No;1;18/12/2016;2016/2017
Espanyol;Visitante;0;0;1;10;0;0;0;12;0;0;0;0;0;1;No;1;18/12/2016;2016/2017
Deportivo;Local;2;15;0;0;3;13;0;0;2;0;0;0;0;0;No;1;18/12/2016;2016/2017
Osasuna;Visitante;0;0;0;9;0;0;0;4;0;0;0;0;0;3;Si;1;18/12/2016;2016/2017
Leganés;Local;1;7;0;0;1;6;0;0;0;2;0;0;0;0;No;x;18/12/2016;2016/2017
Eibar;Visitante;0;0;1;10;0;0;1;6;0;0;0;0;1;0;No;x;18/12/2016;2016/2017
Athletic;Local;2;15;0;0;3;19;0;0;3;0;0;0;0;0;No;1;19/12/2016;2016/2017
Celta;Visitante;0;0;1;10;0;0;0;6;0;0;0;0;0;1;No;1;19/12/2016;2016/2017
Espanyol;Local;1;11;0;0;1;11;0;0;0;1;0;0;0;0;No;x;06/01/2017;2016/2017
Deportivo;Visitante;0;0;1;8;0;0;1;4;0;0;0;0;1;0;No;x;06/01/2017;2016/2017
Eibar;Local;0;12;0;0;0;17;0;0;0;0;1;0;0;0;No;2;07/01/2017;2016/2017
Atlético;Visitante;0;0;2;12;0;0;3;14;0;0;0;1;0;0;No;2;07/01/2017;2016/2017
Las Palmas;Local;1;17;0;0;3;19;0;0;1;0;0;0;0;0;No;1;07/01/2017;2016/2017
Sporting Gijón;Visitante;0;0;0;6;0;0;0;2;0;0;0;0;0;4;Si;1;07/01/2017;2016/2017
Real Madrid;Local;5;24;0;0;3;23;0;0;5;0;0;0;0;0;No;1;07/01/2017;2016/2017
Granada;Visitante;0;0;0;8;0;0;0;3;0;0;0;0;0;1;Si;1;07/01/2017;2016/2017
R. Sociedad;Local;0;15;0;0;0;17;0;0;0;0;1;0;0;0;No;2;07/01/2017;2016/2017
Sevilla;Visitante;0;0;4;17;0;0;3;15;0;0;0;2;0;0;No;2;07/01/2017;2016/2017
Athletic;Local;0;15;0;0;1;20;0;0;0;1;0;0;0;0;No;x;08/01/2017;2016/2017
Alavés;Visitante;0;0;0;8;0;0;1;12;0;0;0;0;2;0;No;x;08/01/2017;2016/2017
Betis;Local;2;12;0;0;3;15;0;0;2;0;0;0;0;0;No;1;08/01/2017;2016/2017
Leganés;Visitante;0;0;0;6;0;0;0;10;0;0;0;0;0;1;No;1;08/01/2017;2016/2017
Celta;Local;3;18;0;0;3;18;0;0;1;0;0;0;0;0;No;1;08/01/2017;2016/2017
Málaga;Visitante;0;0;1;9;0;0;0;4;0;0;0;0;0;2;No;1;08/01/2017;2016/2017
Villarreal;Local;1;18;0;0;1;20;0;0;0;1;0;0;0;0;No;x;08/01/2017;2016/2017
Barcelona;Visitante;0;0;1;24;0;0;1;20;0;0;0;0;1;0;No;x;08/01/2017;2016/2017
Osasuna;Local;3;7;0;0;1;3;0;0;0;1;0;0;0;0;Si;x;09/01/2017;2016/2017
Valencia;Visitante;0;0;3;13;0;0;1;8;0;0;0;0;1;0;No;x;09/01/2017;2016/2017
Atlético;Local;1;20;0;0;3;20;0;0;2;0;0;0;0;0;No;1;14/01/2017;2016/2017
Betis;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;4;No;1;14/01/2017;2016/2017
Barcelona;Local;5;23;0;0;3;18;0;0;2;0;0;0;0;0;No;1;14/01/2017;2016/2017
Las Palmas;Visitante;0;0;0;10;0;0;0;5;0;0;0;0;0;2;No;1;14/01/2017;2016/2017
Deportivo;Local;0;15;0;0;1;14;0;0;0;1;0;0;0;0;No;x;14/01/2017;2016/2017
Villarreal;Visitante;0;0;0;8;0;0;1;11;0;0;0;0;1;0;No;x;14/01/2017;2016/2017
Leganés;Local;0;7;0;0;1;7;0;0;0;3;0;0;0;0;No;x;14/01/2017;2016/2017
Athletic;Visitante;0;0;0;7;0;0;1;8;0;0;0;0;1;0;No;x;14/01/2017;2016/2017
Celta;Local;1;19;0;0;3;21;0;0;2;0;0;0;0;0;No;1;15/01/2017;2016/2017
Alavés;Visitante;0;0;0;8;0;0;0;12;0;0;0;0;0;1;No;1;15/01/2017;2016/2017
Granada;Local;1;7;0;0;1;10;0;0;0;1;0;0;0;0;Si;x;15/01/2017;2016/2017
Osasuna;Visitante;0;0;1;10;0;0;1;5;0;0;0;0;1;0;Si;x;15/01/2017;2016/2017
Sevilla;Local;2;21;0;0;3;24;0;0;3;0;0;0;0;0;No;1;15/01/2017;2016/2017
Real Madrid;Visitante;0;0;1;22;0;0;0;17;0;0;0;0;0;1;No;1;15/01/2017;2016/2017
Sporting Gijón;Local;2;13;0;0;0;10;0;0;0;0;2;0;0;0;Si;2;15/01/2017;2016/2017
Eibar;Visitante;0;0;3;13;0;0;3;9;0;0;0;1;0;0;No;2;15/01/2017;2016/2017
Valencia;Local;2;13;0;0;3;8;0;0;1;0;0;0;0;0;No;1;15/01/2017;2016/2017
Espanyol;Visitante;0;0;1;11;0;0;0;12;0;0;0;0;0;2;No;1;15/01/2017;2016/2017
Málaga;Local;0;17;0;0;0;17;0;0;0;0;1;0;0;0;No;2;16/01/2017;2016/2017
R. Sociedad;Visitante;0;0;2;15;0;0;3;15;0;0;0;2;0;0;No;2;16/01/2017;2016/2017
Las Palmas;Local;1;18;0;0;1;20;0;0;0;1;0;0;0;0;No;x;20/01/2017;2016/2017
Deportivo;Visitante;0;0;1;9;0;0;1;5;0;0;0;0;2;0;No;x;20/01/2017;2016/2017
Alavés;Local;2;9;0;0;1;11;0;0;0;1;0;0;0;0;No;x;21/01/2017;2016/2017
Leganés;Visitante;0;0;2;8;0;0;1;11;0;0;0;0;1;0;No;x;21/01/2017;2016/2017
Espanyol;Local;3;14;0;0;3;14;0;0;1;0;0;0;0;0;No;1;21/01/2017;2016/2017
Granada;Visitante;0;0;1;9;0;0;0;3;0;0;0;0;0;2;Si;1;21/01/2017;2016/2017
Real Madrid;Local;2;26;0;0;3;26;0;0;6;0;0;0;0;0;No;1;21/01/2017;2016/2017
Málaga;Visitante;0;0;1;10;0;0;0;4;0;0;0;0;0;3;No;1;21/01/2017;2016/2017
Villarreal;Local;0;18;0;0;0;20;0;0;0;0;1;0;0;0;No;2;21/01/2017;2016/2017
Valencia;Visitante;0;0;2;15;0;0;3;11;0;0;0;1;0;0;No;2;21/01/2017;2016/2017
Athletic;Local;2;17;0;0;1;21;0;0;0;2;0;0;0;0;No;x;22/01/2017;2016/2017
Atlético;Visitante;0;0;2;14;0;0;1;15;0;0;0;0;1;0;No;x;22/01/2017;2016/2017
Betis;Local;0;12;0;0;1;16;0;0;0;1;0;0;0;0;No;x;22/01/2017;2016/2017
Sporting Gijón;Visitante;0;0;0;6;0;0;1;3;0;0;0;0;1;0;Si;x;22/01/2017;2016/2017
Eibar;Local;0;12;0;0;0;17;0;0;0;0;2;0;0;0;No;2;22/01/2017;2016/2017
Barcelona;Visitante;0;0;4;28;0;0;3;23;0;0;0;1;0;0;No;2;22/01/2017;2016/2017
Osasuna;Local;3;7;0;0;0;3;0;0;0;0;1;0;0;0;Si;2;22/01/2017;2016/2017
Sevilla;Visitante;0;0;4;21;0;0;3;18;0;0;0;3;0;0;No;2;22/01/2017;2016/2017
R. Sociedad;Local;1;16;0;0;3;20;0;0;1;0;0;0;0;0;No;1;22/01/2017;2016/2017
Celta;Visitante;0;0;0;10;0;0;0;6;0;0;0;0;0;2;No;1;22/01/2017;2016/2017
Osasuna;Local;1;8;0;0;1;4;0;0;0;1;0;0;0;0;Si;x;27/01/2017;2016/2017
Málaga;Visitante;0;0;1;11;0;0;1;5;0;0;0;0;1;0;No;x;27/01/2017;2016/2017
Alavés;Local;0;9;0;0;1;12;0;0;0;2;0;0;0;0;No;x;28/01/2017;2016/2017
Atlético;Visitante;0;0;0;14;0;0;1;16;0;0;0;0;2;0;No;x;28/01/2017;2016/2017
Eibar;Local;3;15;0;0;3;20;0;0;1;0;0;0;0;0;No;1;28/01/2017;2016/2017
Deportivo;Visitante;0;0;1;10;0;0;0;5;0;0;0;0;0;1;No;1;28/01/2017;2016/2017
Leganés;Local;0;7;0;0;0;7;0;0;0;0;1;0;0;0;No;2;28/01/2017;2016/2017
Celta;Visitante;0;0;2;12;0;0;3;9;0;0;0;1;0;0;No;2;28/01/2017;2016/2017
Villarreal;Local;2;20;0;0;3;23;0;0;1;0;0;0;0;0;No;1;28/01/2017;2016/2017
Granada;Visitante;0;0;0;9;0;0;0;3;0;0;0;0;0;3;Si;1;28/01/2017;2016/2017
Athletic;Local;2;19;0;0;3;24;0;0;1;0;0;0;0;0;No;1;29/01/2017;2016/2017
Sporting Gijón;Visitante;0;0;1;7;0;0;0;3;0;0;0;0;0;1;Si;1;29/01/2017;2016/2017
Betis;Local;1;13;0;0;1;17;0;0;0;2;0;0;0;0;No;x;29/01/2017;2016/2017
Barcelona;Visitante;0;0;1;29;0;0;1;24;0;0;0;0;1;0;No;x;29/01/2017;2016/2017
Espanyol;Local;3;17;0;0;3;17;0;0;2;0;0;0;0;0;No;1;29/01/2017;2016/2017
Sevilla;Visitante;0;0;1;22;0;0;0;18;0;0;0;0;0;1;No;1;29/01/2017;2016/2017
Real Madrid;Local;3;29;0;0;3;29;0;0;7;0;0;0;0;0;No;1;29/01/2017;2016/2017
R. Sociedad;Visitante;0;0;0;17;0;0;0;15;0;0;0;0;0;1;No;1;29/01/2017;2016/2017
Las Palmas;Local;3;21;0;0;3;23;0;0;1;0;0;0;0;0;No;1;30/01/2017;2016/2017
Valencia;Visitante;0;0;1;16;0;0;0;11;0;0;0;0;0;1;No;1;30/01/2017;2016/2017
Atlético;Local;2;22;0;0;3;23;0;0;3;0;0;0;0;0;No;1;04/02/2017;2016/2017
Leganés;Visitante;0;0;0;8;0;0;0;11;0;0;0;0;0;1;No;1;04/02/2017;2016/2017
Barcelona;Local;3;26;0;0;3;21;0;0;3;0;0;0;0;0;No;1;04/02/2017;2016/2017
Athletic;Visitante;0;0;0;7;0;0;0;8;0;0;0;0;0;1;No;1;04/02/2017;2016/2017
Málaga;Local;0;17;0;0;0;17;0;0;0;0;2;0;0;0;No;2;04/02/2017;2016/2017
Espanyol;Visitante;0;0;1;12;0;0;3;15;0;0;0;1;0;0;No;2;04/02/2017;2016/2017
Valencia;Local;0;13;0;0;0;8;0;0;0;0;1;0;0;0;No;2;04/02/2017;2016/2017
Eibar;Visitante;0;0;4;17;0;0;3;12;0;0;0;2;0;0;No;2;04/02/2017;2016/2017
Sevilla;Local;0;21;0;0;1;25;0;0;0;1;0;0;0;0;No;x;05/02/2017;2016/2017
Villarreal;Visitante;0;0;0;8;0;0;1;12;0;0;0;0;2;0;No;x;05/02/2017;2016/2017
R. Sociedad;Local;3;19;0;0;3;23;0;0;2;0;0;0;0;0;No;1;05/02/2017;2016/2017
Osasuna;Visitante;0;0;2;12;0;0;0;5;0;0;0;0;0;1;Si;1;05/02/2017;2016/2017
Sporting Gijón;Local;2;15;0;0;0;10;0;0;0;0;3;0;0;0;Si;2;05/02/2017;2016/2017
Alavés;Visitante;0;0;4;12;0;0;3;15;0;0;0;1;0;0;No;2;05/02/2017;2016/2017
Granada;Local;1;8;0;0;3;13;0;0;1;0;0;0;0;0;Si;1;06/02/2017;2016/2017
Las Palmas;Visitante;0;0;0;10;0;0;0;5;0;0;0;0;0;3;No;1;06/02/2017;2016/2017
Espanyol;Local;1;18;0;0;0;17;0;0;0;0;1;0;0;0;No;2;10/02/2017;2016/2017
R. Sociedad;Visitante;0;0;2;19;0;0;3;18;0;0;0;1;0;0;No;2;10/02/2017;2016/2017
Alavés;Local;0;9;0;0;0;12;0;0;0;0;1;0;0;0;No;2;11/02/2017;2016/2017
Barcelona;Visitante;0;0;6;35;0;0;3;27;0;0;0;1;0;0;No;2;11/02/2017;2016/2017
Athletic;Local;2;21;0;0;3;27;0;0;2;0;0;0;0;0;No;1;11/02/2017;2016/2017
Deportivo;Visitante;0;0;1;11;0;0;0;5;0;0;0;0;0;2;No;1;11/02/2017;2016/2017
Betis;Local;0;13;0;0;1;18;0;0;0;3;0;0;0;0;No;x;11/02/2017;2016/2017
Valencia;Visitante;0;0;0;16;0;0;1;12;0;0;0;0;1;0;No;x;11/02/2017;2016/2017
Osasuna;Local;1;9;0;0;0;4;0;0;0;0;1;0;0;0;Si;2;11/02/2017;2016/2017
Real Madrid;Visitante;0;0;3;25;0;0;3;20;0;0;0;1;0;0;No;2;11/02/2017;2016/2017
Atlético;Local;3;25;0;0;3;26;0;0;4;0;0;0;0;0;No;1;12/02/2017;2016/2017
Celta;Visitante;0;0;2;14;0;0;0;9;0;0;0;0;0;1;No;1;12/02/2017;2016/2017
Las Palmas;Local;0;21;0;0;0;23;0;0;0;0;1;0;0;0;No;2;12/02/2017;2016/2017
Sevilla;Visitante;0;0;1;23;0;0;3;21;0;0;0;1;0;0;No;2;12/02/2017;2016/2017
Leganés;Local;0;7;0;0;0;7;0;0;0;0;2;0;0;0;No;2;12/02/2017;2016/2017
Sporting Gijón;Visitante;0;0;2;9;0;0;3;6;0;0;0;1;0;0;Si;2;12/02/2017;2016/2017
Villarreal;Local;1;21;0;0;1;24;0;0;0;1;0;0;0;0;No;x;12/02/2017;2016/2017
Málaga;Visitante;0;0;1;12;0;0;1;6;0;0;0;0;2;0;No;x;12/02/2017;2016/2017
Eibar;Local;4;19;0;0;3;23;0;0;2;0;0;0;0;0;No;1;13/02/2017;2016/2017
Granada;Visitante;0;0;0;9;0;0;0;3;0;0;0;0;0;4;Si;1;13/02/2017;2016/2017
Granada;Local;4;12;0;0;3;16;0;0;2;0;0;0;0;0;Si;1;17/02/2017;2016/2017
Betis;Visitante;0;0;1;9;0;0;0;6;0;0;0;0;0;5;No;1;17/02/2017;2016/2017
Deportivo;Local;0;15;0;0;0;14;0;0;0;0;1;0;0;0;No;2;18/02/2017;2016/2017
Alavés;Visitante;0;0;1;13;0;0;3;18;0;0;0;2;0;0;No;2;18/02/2017;2016/2017
Real Madrid;Local;2;31;0;0;3;32;0;0;8;0;0;0;0;0;No;1;18/02/2017;2016/2017
Espanyol;Visitante;0;0;0;12;0;0;0;15;0;0;0;0;0;1;No;1;18/02/2017;2016/2017
Sevilla;Local;2;23;0;0;3;28;0;0;1;0;0;0;0;0;No;1;18/02/2017;2016/2017
Eibar;Visitante;0;0;0;17;0;0;0;12;0;0;0;0;0;1;No;1;18/02/2017;2016/2017
Sporting Gijón;Local;1;16;0;0;0;10;0;0;0;0;4;0;0;0;Si;2;18/02/2017;2016/2017
Atlético;Visitante;0;0;4;18;0;0;3;19;0;0;0;1;0;0;No;2;18/02/2017;2016/2017
Barcelona;Local;2;28;0;0;3;24;0;0;4;0;0;0;0;0;No;1;19/02/2017;2016/2017
Leganés;Visitante;0;0;1;9;0;0;0;11;0;0;0;0;0;2;No;1;19/02/2017;2016/2017
Celta;Local;3;22;0;0;3;24;0;0;3;0;0;0;0;0;No;1;19/02/2017;2016/2017
Osasuna;Visitante;0;0;0;12;0;0;0;5;0;0;0;0;0;2;Si;1;19/02/2017;2016/2017
R. Sociedad;Local;0;19;0;0;0;23;0;0;0;0;1;0;0;0;No;2;19/02/2017;2016/2017
Villarreal;Visitante;0;0;1;9;0;0;3;15;0;0;0;1;0;0;No;2;19/02/2017;2016/2017
Valencia;Local;2;15;0;0;3;11;0;0;1;0;0;0;0;0;No;1;19/02/2017;2016/2017
Athletic;Visitante;0;0;0;7;0;0;0;8;0;0;0;0;0;2;No;1;19/02/2017;2016/2017
Málaga;Local;2;19;0;0;3;20;0;0;1;0;0;0;0;0;No;1;20/02/2017;2016/2017
Las Palmas;Visitante;0;0;1;11;0;0;0;5;0;0;0;0;0;4;No;1;20/02/2017;2016/2017
Valencia;Local;2;17;0;0;3;14;0;0;1;0;0;0;0;0;No;1;22/02/2017;2016/2017
Real Madrid;Visitante;0;0;1;26;0;0;0;20;0;0;0;0;0;1;No;1;22/02/2017;2016/2017
Las Palmas;Local;0;21;0;0;0;23;0;0;0;0;2;0;0;0;No;2;24/02/2017;2016/2017
R. Sociedad;Visitante;0;0;1;20;0;0;3;21;0;0;0;2;0;0;No;2;24/02/2017;2016/2017
Alavés;Local;2;11;0;0;3;15;0;0;1;0;0;0;0;0;No;1;25/02/2017;2016/2017
Valencia;Visitante;0;0;1;17;0;0;0;12;0;0;0;0;0;1;No;1;25/02/2017;2016/2017
Betis;Local;1;14;0;0;0;18;0;0;0;0;1;0;0;0;No;2;25/02/2017;2016/2017
Sevilla;Visitante;0;0;2;25;0;0;3;24;0;0;0;2;0;0;No;2;25/02/2017;2016/2017
Eibar;Local;3;22;0;0;3;26;0;0;3;0;0;0;0;0;No;1;25/02/2017;2016/2017
Málaga;Visitante;0;0;0;12;0;0;0;6;0;0;0;0;0;1;No;1;25/02/2017;2016/2017
Leganés;Local;4;11;0;0;3;10;0;0;1;0;0;0;0;0;No;1;25/02/2017;2016/2017
Deportivo;Visitante;0;0;0;11;0;0;0;5;0;0;0;0;0;3;No;1;25/02/2017;2016/2017
Athletic;Local;3;24;0;0;3;30;0;0;3;0;0;0;0;0;No;1;26/02/2017;2016/2017
Granada;Visitante;0;0;1;10;0;0;0;3;0;0;0;0;0;5;Si;1;26/02/2017;2016/2017
Atlético;Local;1;26;0;0;0;26;0;0;0;0;1;0;0;0;No;2;26/02/2017;2016/2017
Barcelona;Visitante;0;0;2;37;0;0;3;30;0;0;0;2;0;0;No;2;26/02/2017;2016/2017
Espanyol;Local;3;21;0;0;3;20;0;0;1;0;0;0;0;0;No;1;26/02/2017;2016/2017
Osasuna;Visitante;0;0;0;12;0;0;0;5;0;0;0;0;0;3;Si;1;26/02/2017;2016/2017
Sporting Gijón;Local;1;17;0;0;1;11;0;0;0;1;0;0;0;0;Si;x;26/02/2017;2016/2017
Celta;Visitante;0;0;1;15;0;0;1;10;0;0;0;0;1;0;No;x;26/02/2017;2016/2017
Villarreal;Local;2;23;0;0;0;24;0;0;0;0;1;0;0;0;No;2;26/02/2017;2016/2017
Real Madrid;Visitante;0;0;3;29;0;0;3;23;0;0;0;1;0;0;No;2;26/02/2017;2016/2017
Málaga;Local;1;20;0;0;0;20;0;0;0;0;1;0;0;0;No;2;28/02/2017;2016/2017
Betis;Visitante;0;0;2;11;0;0;3;9;0;0;0;1;0;0;No;2;28/02/2017;2016/2017
R. Sociedad;Local;2;21;0;0;1;24;0;0;0;1;0;0;0;0;No;x;28/02/2017;2016/2017
Eibar;Visitante;0;0;2;19;0;0;1;13;0;0;0;0;1;0;No;x;28/02/2017;2016/2017
Valencia;Local;1;18;0;0;3;17;0;0;2;0;0;0;0;0;No;1;28/02/2017;2016/2017
Leganés;Visitante;0;0;0;9;0;0;0;11;0;0;0;0;0;3;No;1;28/02/2017;2016/2017
Barcelona;Local;6;34;0;0;3;27;0;0;5;0;0;0;0;0;No;1;01/03/2017;2016/2017
Sporting Gijón;Visitante;0;0;1;10;0;0;0;6;0;0;0;0;0;1;Si;1;01/03/2017;2016/2017
Celta;Local;2;24;0;0;1;25;0;0;0;1;0;0;0;0;No;x;01/03/2017;2016/2017
Espanyol;Visitante;0;0;2;14;0;0;1;16;0;0;0;0;1;0;No;x;01/03/2017;2016/2017
Granada;Local;2;14;0;0;3;19;0;0;3;0;0;0;0;0;Si;1;01/03/2017;2016/2017
Alavés;Visitante;0;0;1;14;0;0;0;18;0;0;0;0;0;1;No;1;01/03/2017;2016/2017
Osasuna;Local;1;10;0;0;0;4;0;0;0;0;2;0;0;0;Si;2;01/03/2017;2016/2017
Villarreal;Visitante;0;0;4;13;0;0;3;18;0;0;0;2;0;0;No;2;01/03/2017;2016/2017
Real Madrid;Local;3;34;0;0;1;33;0;0;0;1;0;0;0;0;No;x;01/03/2017;2016/2017
Las Palmas;Visitante;0;0;3;14;0;0;1;6;0;0;0;0;1;0;No;x;01/03/2017;2016/2017
Deportivo;Local;1;16;0;0;1;15;0;0;0;1;0;0;0;0;No;x;02/03/2017;2016/2017
Atlético;Visitante;0;0;1;19;0;0;1;20;0;0;0;0;1;0;No;x;02/03/2017;2016/2017
Sevilla;Local;1;24;0;0;3;31;0;0;2;0;0;0;0;0;No;1;02/03/2017;2016/2017
Athletic;Visitante;0;0;0;7;0;0;0;8;0;0;0;0;0;3;No;1;02/03/2017;2016/2017
Betis;Local;2;16;0;0;0;18;0;0;0;0;2;0;0;0;No;2;03/03/2017;2016/2017
R. Sociedad;Visitante;0;0;3;23;0;0;3;24;0;0;0;3;0;0;No;2;03/03/2017;2016/2017
Barcelona;Local;5;39;0;0;3;30;0;0;6;0;0;0;0;0;No;1;04/03/2017;2016/2017
Celta;Visitante;0;0;0;15;0;0;0;10;0;0;0;0;0;1;No;1;04/03/2017;2016/2017
Eibar;Local;1;23;0;0;0;26;0;0;0;0;1;0;0;0;No;2;04/03/2017;2016/2017
Real Madrid;Visitante;0;0;4;33;0;0;3;26;0;0;0;2;0;0;No;2;04/03/2017;2016/2017
Leganés;Local;1;12;0;0;3;13;0;0;2;0;0;0;0;0;No;1;04/03/2017;2016/2017
Granada;Visitante;0;0;0;10;0;0;0;3;0;0;0;0;0;6;Si;1;04/03/2017;2016/2017
Villarreal;Local;2;25;0;0;3;27;0;0;1;0;0;0;0;0;No;1;04/03/2017;2016/2017
Espanyol;Visitante;0;0;0;14;0;0;0;16;0;0;0;0;0;1;No;1;04/03/2017;2016/2017
Athletic;Local;1;25;0;0;3;33;0;0;4;0;0;0;0;0;No;1;05/03/2017;2016/2017
Málaga;Visitante;0;0;0;12;0;0;0;6;0;0;0;0;0;2;No;1;05/03/2017;2016/2017
Atlético;Local;3;29;0;0;3;29;0;0;1;0;0;0;0;0;No;1;05/03/2017;2016/2017
Valencia;Visitante;0;0;0;17;0;0;0;12;0;0;0;0;0;2;No;1;05/03/2017;2016/2017
Las Palmas;Local;5;26;0;0;3;26;0;0;1;0;0;0;0;0;No;1;05/03/2017;2016/2017
Osasuna;Visitante;0;0;2;14;0;0;0;5;0;0;0;0;0;4;Si;1;05/03/2017;2016/2017
Sporting Gijón;Local;0;17;0;0;0;11;0;0;0;0;1;0;0;0;Si;2;05/03/2017;2016/2017
Deportivo;Visitante;0;0;1;12;0;0;3;8;0;0;0;1;0;0;No;2;05/03/2017;2016/2017
Alavés;Local;1;12;0;0;1;16;0;0;0;1;0;0;0;0;No;x;06/03/2017;2016/2017
Sevilla;Visitante;0;0;1;26;0;0;1;25;0;0;0;0;1;0;No;x;06/03/2017;2016/2017
Deportivo;Local;1;17;0;0;1;16;0;0;0;1;0;0;0;0;No;x;08/03/2017;2016/2017
Betis;Visitante;0;0;1;12;0;0;1;10;0;0;0;0;1;0;No;x;08/03/2017;2016/2017
Espanyol;Local;4;25;0;0;3;23;0;0;2;0;0;0;0;0;No;1;10/03/2017;2016/2017
Las Palmas;Visitante;0;0;3;17;0;0;0;6;0;0;0;0;0;1;No;1;10/03/2017;2016/2017
Granada;Local;0;14;0;0;0;19;0;0;0;0;1;0;0;0;Si;2;11/03/2017;2016/2017
Atlético;Visitante;0;0;1;20;0;0;3;23;0;0;0;1;0;0;No;2;11/03/2017;2016/2017
Málaga;Local;1;21;0;0;0;20;0;0;0;0;2;0;0;0;No;2;11/03/2017;2016/2017
Alavés;Visitante;0;0;2;16;0;0;3;21;0;0;0;1;0;0;No;2;11/03/2017;2016/2017
Sevilla;Local;1;25;0;0;1;32;0;0;0;1;0;0;0;0;No;x;11/03/2017;2016/2017
Leganés;Visitante;0;0;1;10;0;0;1;12;0;0;0;0;1;0;No;x;11/03/2017;2016/2017
Valencia;Local;1;19;0;0;1;18;0;0;0;1;0;0;0;0;No;x;11/03/2017;2016/2017
Sporting Gijón;Visitante;0;0;1;11;0;0;1;7;0;0;0;0;1;0;Si;x;11/03/2017;2016/2017
Celta;Local;0;24;0;0;0;25;0;0;0;0;1;0;0;0;No;2;12/03/2017;2016/2017
Villarreal;Visitante;0;0;1;14;0;0;3;21;0;0;0;3;0;0;No;2;12/03/2017;2016/2017
Deportivo;Local;2;19;0;0;3;19;0;0;1;0;0;0;0;0;No;1;12/03/2017;2016/2017
Barcelona;Visitante;0;0;1;38;0;0;0;30;0;0;0;0;0;1;No;1;12/03/2017;2016/2017
Real Madrid;Local;2;36;0;0;3;36;0;0;1;0;0;0;0;0;No;1;12/03/2017;2016/2017
Betis;Visitante;0;0;1;13;0;0;0;10;0;0;0;0;0;1;No;1;12/03/2017;2016/2017
R. Sociedad;Local;0;21;0;0;0;24;0;0;0;0;1;0;0;0;No;2;12/03/2017;2016/2017
Athletic;Visitante;0;0;2;9;0;0;3;11;0;0;0;1;0;0;No;2;12/03/2017;2016/2017
Osasuna;Local;1;11;0;0;1;5;0;0;0;1;0;0;0;0;Si;x;13/03/2017;2016/2017
Eibar;Visitante;0;0;1;20;0;0;1;14;0;0;0;0;2;0;No;x;13/03/2017;2016/2017
Las Palmas;Local;1;27;0;0;3;29;0;0;2;0;0;0;0;0;No;1;17/03/2017;2016/2017
Villarreal;Visitante;0;0;0;14;0;0;0;21;0;0;0;0;0;1;No;1;17/03/2017;2016/2017
Alavés;Local;1;13;0;0;3;19;0;0;1;0;0;0;0;0;No;1;18/03/2017;2016/2017
R. Sociedad;Visitante;0;0;0;23;0;0;0;24;0;0;0;0;0;1;No;1;18/03/2017;2016/2017
Athletic;Local;1;26;0;0;0;33;0;0;0;0;1;0;0;0;No;2;18/03/2017;2016/2017
Real Madrid;Visitante;0;0;2;35;0;0;3;29;0;0;0;3;0;0;No;2;18/03/2017;2016/2017
Betis;Local;2;18;0;0;3;21;0;0;1;0;0;0;0;0;No;1;18/03/2017;2016/2017
Osasuna;Visitante;0;0;0;14;0;0;0;5;0;0;0;0;0;5;Si;1;18/03/2017;2016/2017
Eibar;Local;1;24;0;0;1;27;0;0;0;1;0;0;0;0;No;x;18/03/2017;2016/2017
Espanyol;Visitante;0;0;1;15;0;0;1;17;0;0;0;0;1;0;No;x;18/03/2017;2016/2017
