EquipoLocal;EquipoVisitante;Temporada;Fecha;Goles_Locales;Goles_Visitantes;Puntos_locales;Puntos_Visitantes;Diferencia_Goles;Resultado
Sevilla;Elche;2020/2021;17/03/2021;2;0;3;0;2;1
Alavés;Getafe;2020/2021;26/09/2020;0;0;1;1;0;x
Valencia;Huesca;2020/2021;26/09/2020;1;1;1;1;0;x
Elche;R. Sociedad;2020/2021;26/09/2020;0;3;0;3;3;2
Betis;Real Madrid;2020/2021;26/09/2020;2;3;0;3;1;2
Osasuna;Levante;2020/2021;27/09/2020;1;3;0;3;2;2
Eibar;Athletic;2020/2021;27/09/2020;1;2;0;3;1;2
Atlético;Granada;2020/2021;27/09/2020;6;1;3;0;5;1
Cádiz;Sevilla;2020/2021;27/09/2020;1;3;0;3;2;2
Real Valladolid;Celta;2020/2021;27/09/2020;1;1;1;1;0;x
Barcelona;Villarreal;2020/2021;27/09/2020;4;0;3;0;4;1
R. Sociedad;Valencia;2020/2021;29/09/2020;0;1;0;3;1;2
Getafe;Betis;2020/2021;29/09/2020;3;0;3;0;3;1
Huesca;Atlético;2020/2021;30/09/2020;0;0;1;1;0;x
Villarreal;Alavés;2020/2021;30/09/2020;3;1;3;0;2;1
Eibar;Elche;2020/2021;30/09/2020;0;1;0;3;1;2
Real Madrid;Real Valladolid;2020/2021;30/09/2020;1;0;3;0;1;1
Sevilla;Levante;2020/2021;01/10/2020;1;0;3;0;1;1
Athletic;Cádiz;2020/2021;01/10/2020;0;1;0;3;1;2
Celta;Barcelona;2020/2021;01/10/2020;0;3;0;3;3;2
Granada;Osasuna;2020/2021;12/01/2021;2;0;3;0;2;1
Real Valladolid;Eibar;2020/2021;03/10/2020;1;2;0;3;1;2
Atlético;Villarreal;2020/2021;03/10/2020;0;0;1;1;0;x
Elche;Huesca;2020/2021;03/10/2020;0;0;1;1;0;x
R. Sociedad;Getafe;2020/2021;03/10/2020;3;0;3;0;3;1
Valencia;Betis;2020/2021;03/10/2020;0;2;0;3;2;2
Osasuna;Celta;2020/2021;04/10/2020;2;0;3;0;2;1
Alavés;Athletic;2020/2021;04/10/2020;1;0;3;0;1;1
Levante;Real Madrid;2020/2021;04/10/2020;0;2;0;3;2;2
Cádiz;Granada;2020/2021;04/10/2020;1;1;1;1;0;x
Barcelona;Sevilla;2020/2021;04/10/2020;1;1;1;1;0;x
Granada;Sevilla;2020/2021;17/10/2020;1;0;3;0;1;1
Celta;Atlético;2020/2021;17/10/2020;0;2;0;3;2;2
Real Madrid;Cádiz;2020/2021;17/10/2020;0;1;0;3;1;2
Getafe;Barcelona;2020/2021;17/10/2020;1;0;3;0;1;1
Eibar;Osasuna;2020/2021;18/10/2020;0;0;1;1;0;x
Athletic;Levante;2020/2021;18/10/2020;2;0;3;0;2;1
Villarreal;Valencia;2020/2021;18/10/2020;2;1;3;0;1;1
Alavés;Elche;2020/2021;18/10/2020;0;2;0;3;2;2
Huesca;Real Valladolid;2020/2021;18/10/2020;2;2;1;1;0;x
Betis;R. Sociedad;2020/2021;18/10/2020;0;3;0;3;3;2
Elche;Valencia;2020/2021;23/10/2020;2;1;3;0;1;1
Barcelona;Real Madrid;2020/2021;24/10/2020;1;3;0;3;2;2
Osasuna;Athletic;2020/2021;24/10/2020;1;0;3;0;1;1
Sevilla;Eibar;2020/2021;24/10/2020;0;1;0;3;1;2
Atlético;Betis;2020/2021;24/10/2020;2;0;3;0;2;1
Real Valladolid;Alavés;2020/2021;25/10/2020;0;2;0;3;2;2
Cádiz;Villarreal;2020/2021;25/10/2020;0;0;1;1;0;x
Getafe;Granada;2020/2021;25/10/2020;0;1;0;3;1;2
R. Sociedad;Huesca;2020/2021;25/10/2020;4;1;3;0;3;1
Levante;Celta;2020/2021;26/10/2020;1;1;1;1;0;x
Eibar;Cádiz;2020/2021;30/10/2020;0;2;0;3;2;2
Real Madrid;Huesca;2020/2021;31/10/2020;4;1;3;0;3;1
Athletic;Sevilla;2020/2021;31/10/2020;2;1;3;0;1;1
Osasuna;Atlético;2020/2021;31/10/2020;1;3;0;3;2;2
Alavés;Barcelona;2020/2021;31/10/2020;1;1;1;1;0;x
Betis;Elche;2020/2021;01/11/2020;3;1;3;0;2;1
Celta;R. Sociedad;2020/2021;01/11/2020;1;4;0;3;3;2
Granada;Levante;2020/2021;01/11/2020;1;1;1;1;0;x
Valencia;Getafe;2020/2021;01/11/2020;2;2;1;1;0;x
Villarreal;Real Valladolid;2020/2021;02/11/2020;2;0;3;0;2;1
Elche;Celta;2020/2021;06/11/2020;1;1;1;1;0;x
Huesca;Eibar;2020/2021;07/11/2020;1;1;1;1;0;x
Barcelona;Betis;2020/2021;07/11/2020;5;2;3;0;3;1
Sevilla;Osasuna;2020/2021;07/11/2020;1;0;3;0;1;1
Atlético;Cádiz;2020/2021;07/11/2020;4;0;3;0;4;1
Getafe;Villarreal;2020/2021;08/11/2020;1;3;0;3;2;2
R. Sociedad;Granada;2020/2021;08/11/2020;2;0;3;0;2;1
Real Valladolid;Athletic;2020/2021;08/11/2020;2;1;3;0;1;1
Levante;Alavés;2020/2021;08/11/2020;1;1;1;1;0;x
Valencia;Real Madrid;2020/2021;08/11/2020;4;1;3;0;3;1
Osasuna;Huesca;2020/2021;20/11/2020;1;1;1;1;0;x
Levante;Elche;2020/2021;21/11/2020;1;1;1;1;0;x
Villarreal;Real Madrid;2020/2021;21/11/2020;1;1;1;1;0;x
Sevilla;Celta;2020/2021;21/11/2020;4;2;3;0;2;1
Atlético;Barcelona;2020/2021;21/11/2020;1;0;3;0;1;1
Eibar;Getafe;2020/2021;22/11/2020;0;0;1;1;0;x
Cádiz;R. Sociedad;2020/2021;22/11/2020;0;1;0;3;1;2
Granada;Real Valladolid;2020/2021;22/11/2020;1;3;0;3;2;2
Alavés;Valencia;2020/2021;22/11/2020;2;2;1;1;0;x
Athletic;Betis;2020/2021;23/11/2020;4;0;3;0;4;1
Real Valladolid;Levante;2020/2021;27/11/2020;1;1;1;1;0;x
Elche;Cádiz;2020/2021;28/11/2020;1;1;1;1;0;x
Valencia;Atlético;2020/2021;28/11/2020;0;1;0;3;1;2
Huesca;Sevilla;2020/2021;28/11/2020;0;1;0;3;1;2
Real Madrid;Alavés;2020/2021;28/11/2020;1;2;0;3;1;2
Barcelona;Osasuna;2020/2021;29/11/2020;4;0;3;0;4;1
Getafe;Athletic;2020/2021;29/11/2020;1;1;1;1;0;x
Celta;Granada;2020/2021;29/11/2020;3;1;3;0;2;1
R. Sociedad;Villarreal;2020/2021;29/11/2020;1;1;1;1;0;x
Betis;Eibar;2020/2021;30/11/2020;0;2;0;3;2;2
Athletic;Celta;2020/2021;04/12/2020;0;2;0;3;2;2
Levante;Getafe;2020/2021;05/12/2020;3;0;3;0;3;1
Sevilla;Real Madrid;2020/2021;05/12/2020;0;1;0;3;1;2
Atlético;Real Valladolid;2020/2021;05/12/2020;2;0;3;0;2;1
Cádiz;Barcelona;2020/2021;05/12/2020;2;1;3;0;1;1
Granada;Huesca;2020/2021;06/12/2020;3;3;1;1;0;x
Osasuna;Betis;2020/2021;06/12/2020;0;2;0;3;2;2
Villarreal;Elche;2020/2021;06/12/2020;0;0;1;1;0;x
Alavés;R. Sociedad;2020/2021;06/12/2020;0;0;1;1;0;x
Eibar;Valencia;2020/2021;07/12/2020;0;0;1;1;0;x
Real Valladolid;Osasuna;2020/2021;11/12/2020;3;2;3;0;1;1
Valencia;Athletic;2020/2021;12/12/2020;2;2;1;1;0;x
Getafe;Sevilla;2020/2021;12/12/2020;0;1;0;3;1;2
Huesca;Alavés;2020/2021;12/12/2020;1;0;3;0;1;1
Real Madrid;Atlético;2020/2021;12/12/2020;2;0;3;0;2;1
R. Sociedad;Eibar;2020/2021;13/12/2020;1;1;1;1;0;x
Betis;Villarreal;2020/2021;13/12/2020;1;1;1;1;0;x
Elche;Granada;2020/2021;13/12/2020;0;1;0;3;1;2
Barcelona;Levante;2020/2021;13/12/2020;1;0;3;0;1;1
Celta;Cádiz;2020/2021;14/12/2020;4;0;3;0;4;1
Athletic;Huesca;2020/2021;18/12/2020;2;0;3;0;2;1
Atlético;Elche;2020/2021;19/12/2020;3;1;3;0;2;1
Barcelona;Valencia;2020/2021;19/12/2020;2;2;1;1;0;x
Levante;R. Sociedad;2020/2021;19/12/2020;2;1;3;0;1;1
Osasuna;Villarreal;2020/2021;19/12/2020;1;3;0;3;2;2
Sevilla;Real Valladolid;2020/2021;19/12/2020;1;1;1;1;0;x
Celta;Alavés;2020/2021;20/12/2020;2;0;3;0;2;1
Granada;Betis;2020/2021;20/12/2020;2;0;3;0;2;1
Cádiz;Getafe;2020/2021;20/12/2020;0;2;0;3;2;2
Eibar;Real Madrid;2020/2021;20/12/2020;1;3;0;3;2;2
Elche;Osasuna;2020/2021;22/12/2020;2;2;1;1;0;x
Valencia;Sevilla;2020/2021;22/12/2020;0;1;0;3;1;2
Huesca;Levante;2020/2021;22/12/2020;1;1;1;1;0;x
R. Sociedad;Atlético;2020/2021;22/12/2020;0;2;0;3;2;2
Villarreal;Athletic;2020/2021;22/12/2020;1;1;1;1;0;x
Real Valladolid;Barcelona;2020/2021;22/12/2020;0;3;0;3;3;2
Getafe;Celta;2020/2021;23/12/2020;1;1;1;1;0;x
Real Madrid;Granada;2020/2021;23/12/2020;2;0;3;0;2;1
Alavés;Eibar;2020/2021;23/12/2020;2;1;3;0;1;1
Betis;Cádiz;2020/2021;23/12/2020;1;0;3;0;1;1
Sevilla;Villarreal;2020/2021;29/12/2020;2;0;3;0;2;1
Barcelona;Eibar;2020/2021;29/12/2020;1;1;1;1;0;x
Levante;Betis;2020/2021;29/12/2020;4;3;3;0;1;1
Cádiz;Real Valladolid;2020/2021;29/12/2020;0;0;1;1;0;x
Granada;Valencia;2020/2021;30/12/2020;2;1;3;0;1;1
Atlético;Getafe;2020/2021;30/12/2020;1;0;3;0;1;1
Celta;Huesca;2020/2021;30/12/2020;2;1;3;0;1;1
Elche;Real Madrid;2020/2021;30/12/2020;1;1;1;1;0;x
Athletic;R. Sociedad;2020/2021;31/12/2020;0;1;0;3;1;2
Osasuna;Alavés;2020/2021;31/12/2020;1;1;1;1;0;x
Villarreal;Levante;2020/2021;02/01/2021;2;1;3;0;1;1
Betis;Sevilla;2020/2021;02/01/2021;1;1;1;1;0;x
Getafe;Real Valladolid;2020/2021;02/01/2021;0;1;0;3;1;2
Real Madrid;Celta;2020/2021;02/01/2021;2;0;3;0;2;1
Athletic;Elche;2020/2021;03/01/2021;1;0;3;0;1;1
Alavés;Atlético;2020/2021;03/01/2021;1;2;0;3;1;2
Eibar;Granada;2020/2021;03/01/2021;2;0;3;0;2;1
R. Sociedad;Osasuna;2020/2021;03/01/2021;1;1;1;1;0;x
Huesca;Barcelona;2020/2021;03/01/2021;0;1;0;3;1;2
Valencia;Cádiz;2020/2021;04/01/2021;1;1;1;1;0;x
Celta;Villarreal;2020/2021;08/01/2021;0;4;0;3;4;2
Sevilla;R. Sociedad;2020/2021;09/01/2021;3;2;3;0;1;1
Granada;Barcelona;2020/2021;09/01/2021;0;4;0;3;4;2
Osasuna;Real Madrid;2020/2021;09/01/2021;0;0;1;1;0;x
Levante;Eibar;2020/2021;10/01/2021;2;1;3;0;1;1
Cádiz;Alavés;2020/2021;10/01/2021;3;1;3;0;2;1
Real Valladolid;Valencia;2020/2021;10/01/2021;0;1;0;3;1;2
Elche;Getafe;2020/2021;11/01/2021;1;3;0;3;2;2
Huesca;Betis;2020/2021;11/01/2021;0;2;0;3;2;2
Atlético;Athletic;2020/2021;10/03/2021;2;1;3;0;1;1
Real Madrid;Athletic;2020/2021;15/12/2020;3;1;3;0;2;1
Barcelona;R. Sociedad;2020/2021;16/12/2020;2;1;3;0;1;1
Real Valladolid;Elche;2020/2021;19/01/2021;2;2;1;1;0;x
Cádiz;Levante;2020/2021;19/01/2021;2;2;1;1;0;x
Alavés;Sevilla;2020/2021;19/01/2021;1;2;0;3;1;2
Getafe;Huesca;2020/2021;20/01/2021;1;0;3;0;1;1
Betis;Celta;2020/2021;20/01/2021;2;1;3;0;1;1
Villarreal;Granada;2020/2021;20/01/2021;2;2;1;1;0;x
Valencia;Osasuna;2020/2021;21/01/2021;1;1;1;1;0;x
Eibar;Atlético;2020/2021;21/01/2021;1;2;0;3;1;2
Levante;Real Valladolid;2020/2021;22/01/2021;2;2;1;1;0;x
Huesca;Villarreal;2020/2021;23/01/2021;0;0;1;1;0;x
Sevilla;Cádiz;2020/2021;23/01/2021;3;0;3;0;3;1
R. Sociedad;Betis;2020/2021;23/01/2021;2;2;1;1;0;x
Alavés;Real Madrid;2020/2021;23/01/2021;1;4;0;3;3;2
Osasuna;Granada;2020/2021;24/01/2021;3;1;3;0;2;1
Elche;Barcelona;2020/2021;24/01/2021;0;2;0;3;2;2
Celta;Eibar;2020/2021;24/01/2021;1;1;1;1;0;x
Atlético;Valencia;2020/2021;24/01/2021;3;1;3;0;2;1
Athletic;Getafe;2020/2021;25/01/2021;5;1;3;0;4;1
Real Valladolid;Huesca;2020/2021;29/01/2021;1;3;0;3;2;2
Eibar;Sevilla;2020/2021;30/01/2021;0;2;0;3;2;2
Real Madrid;Levante;2020/2021;30/01/2021;1;2;0;3;1;2
Valencia;Elche;2020/2021;30/01/2021;1;0;3;0;1;1
Villarreal;R. Sociedad;2020/2021;30/01/2021;1;1;1;1;0;x
Getafe;Alavés;2020/2021;31/01/2021;0;0;1;1;0;x
Cádiz;Atlético;2020/2021;31/01/2021;2;4;0;3;2;2
Granada;Celta;2020/2021;31/01/2021;0;0;1;1;0;x
Barcelona;Athletic;2020/2021;31/01/2021;2;1;3;0;1;1
Betis;Osasuna;2020/2021;01/02/2021;1;0;3;0;1;1
Alavés;Real Valladolid;2020/2021;05/02/2021;1;0;3;0;1;1
Levante;Granada;2020/2021;06/02/2021;2;2;1;1;0;x
Huesca;Real Madrid;2020/2021;06/02/2021;1;2;0;3;1;2
Elche;Villarreal;2020/2021;06/02/2021;2;2;1;1;0;x
Sevilla;Getafe;2020/2021;06/02/2021;3;0;3;0;3;1
R. Sociedad;Cádiz;2020/2021;07/02/2021;4;1;3;0;3;1
Athletic;Valencia;2020/2021;07/02/2021;1;1;1;1;0;x
Osasuna;Eibar;2020/2021;07/02/2021;2;1;3;0;1;1
Betis;Barcelona;2020/2021;07/02/2021;2;3;0;3;1;2
Atlético;Celta;2020/2021;08/02/2021;2;2;1;1;0;x
Celta;Elche;2020/2021;12/02/2021;3;1;3;0;2;1
Granada;Atlético;2020/2021;13/02/2021;1;2;0;3;1;2
Sevilla;Huesca;2020/2021;13/02/2021;1;0;3;0;1;1
Eibar;Real Valladolid;2020/2021;13/02/2021;1;1;1;1;0;x
Barcelona;Alavés;2020/2021;13/02/2021;5;1;3;0;4;1
Getafe;R. Sociedad;2020/2021;14/02/2021;0;1;0;3;1;2
Real Madrid;Valencia;2020/2021;14/02/2021;2;0;3;0;2;1
Levante;Osasuna;2020/2021;14/02/2021;0;1;0;3;1;2
Villarreal;Betis;2020/2021;14/02/2021;1;2;0;3;1;2
Cádiz;Athletic;2020/2021;15/02/2021;0;4;0;3;4;2
Betis;Getafe;2020/2021;19/02/2021;1;0;3;0;1;1
Elche;Eibar;2020/2021;20/02/2021;1;0;3;0;1;1
Atlético;Levante;2020/2021;20/02/2021;0;2;0;3;2;2
Valencia;Celta;2020/2021;20/02/2021;2;0;3;0;2;1
Real Valladolid;Real Madrid;2020/2021;20/02/2021;0;1;0;3;1;2
Barcelona;Cádiz;2020/2021;21/02/2021;1;1;1;1;0;x
R. Sociedad;Alavés;2020/2021;21/02/2021;4;0;3;0;4;1
Huesca;Granada;2020/2021;21/02/2021;3;2;3;0;1;1
Athletic;Villarreal;2020/2021;21/02/2021;1;1;1;1;0;x
Osasuna;Sevilla;2020/2021;22/02/2021;0;2;0;3;2;2
Levante;Athletic;2020/2021;26/02/2021;1;1;1;1;0;x
Eibar;Huesca;2020/2021;27/02/2021;1;1;1;1;0;x
Sevilla;Barcelona;2020/2021;27/02/2021;0;2;0;3;2;2
Alavés;Osasuna;2020/2021;27/02/2021;0;1;0;3;1;2
Getafe;Valencia;2020/2021;27/02/2021;3;0;3;0;3;1
Celta;Real Valladolid;2020/2021;28/02/2021;1;1;1;1;0;x
Cádiz;Betis;2020/2021;28/02/2021;0;1;0;3;1;2
Granada;Elche;2020/2021;28/02/2021;2;1;3;0;1;1
Villarreal;Atlético;2020/2021;28/02/2021;0;2;0;3;2;2
Real Madrid;R. Sociedad;2020/2021;01/03/2021;1;1;1;1;0;x
Valencia;Villarreal;2020/2021;05/03/2021;2;1;3;0;1;1
Real Valladolid;Getafe;2020/2021;06/03/2021;2;1;3;0;1;1
Elche;Sevilla;2020/2021;06/03/2021;2;1;3;0;1;1
Cádiz;Eibar;2020/2021;06/03/2021;1;0;3;0;1;1
Osasuna;Barcelona;2020/2021;06/03/2021;0;2;0;3;2;2
Huesca;Celta;2020/2021;07/03/2021;3;4;0;3;1;2
Atlético;Real Madrid;2020/2021;07/03/2021;1;1;1;1;0;x
R. Sociedad;Levante;2020/2021;07/03/2021;1;0;3;0;1;1
Athletic;Granada;2020/2021;07/03/2021;2;1;3;0;1;1
Betis;Alavés;2020/2021;08/03/2021;3;2;3;0;1;1
Levante;Valencia;2020/2021;12/03/2021;1;0;3;0;1;1
Alavés;Cádiz;2020/2021;13/03/2021;1;1;1;1;0;x
Real Madrid;Elche;2020/2021;13/03/2021;2;1;3;0;1;1
Osasuna;Real Valladolid;2020/2021;13/03/2021;0;0;1;1;0;x
Getafe;Atlético;2020/2021;13/03/2021;0;0;1;1;0;x
Celta;Athletic;2020/2021;14/03/2021;0;0;1;1;0;x
Granada;R. Sociedad;2020/2021;14/03/2021;1;0;3;0;1;1
Eibar;Villarreal;2020/2021;14/03/2021;1;3;0;3;2;2
Sevilla;Betis;2020/2021;14/03/2021;1;0;3;0;1;1
Barcelona;Huesca;2020/2021;15/03/2021;4;1;3;0;3;1
Betis;Levante;2020/2021;19/03/2021;2;0;3;0;2;1
Athletic;Eibar;2020/2021;20/03/2021;1;1;1;1;0;x
Celta;Real Madrid;2020/2021;20/03/2021;1;3;0;3;2;2
Huesca;Osasuna;2020/2021;20/03/2021;0;0;1;1;0;x
Real Valladolid;Sevilla;2020/2021;20/03/2021;1;1;1;1;0;x
Getafe;Elche;2020/2021;21/03/2021;1;1;1;1;0;x
Valencia;Granada;2020/2021;21/03/2021;2;1;3;0;1;1
Villarreal;Cádiz;2020/2021;21/03/2021;2;1;3;0;1;1
Atlético;Alavés;2020/2021;21/03/2021;1;0;3;0;1;1
R. Sociedad;Barcelona;2020/2021;21/03/2021;1;6;0;3;5;2
Levante;Huesca;2020/2021;02/04/2021;0;2;0;3;2;2
Granada;Villarreal;2020/2021;03/04/2021;0;3;0;3;3;2
Real Madrid;Eibar;2020/2021;03/04/2021;2;0;3;0;2;1
Osasuna;Getafe;2020/2021;03/04/2021;0;0;1;1;0;x
Alavés;Celta;2020/2021;04/04/2021;1;3;0;3;2;2
Elche;Betis;2020/2021;04/04/2021;1;1;1;1;0;x
Cádiz;Valencia;2020/2021;04/04/2021;2;1;3;0;1;1
Sevilla;Atlético;2020/2021;04/04/2021;1;0;3;0;1;1
Barcelona;Real Valladolid;2020/2021;05/04/2021;1;0;3;0;1;1
R. Sociedad;Athletic;2020/2021;07/04/2021;1;1;1;1;0;x
Huesca;Elche;2020/2021;09/04/2021;3;1;3;0;2;1
Getafe;Cádiz;2020/2021;10/04/2021;0;1;0;3;1;2
Athletic;Alavés;2020/2021;10/04/2021;0;0;1;1;0;x
Eibar;Levante;2020/2021;10/04/2021;0;1;0;3;1;2
Real Madrid;Barcelona;2020/2021;10/04/2021;2;1;3;0;1;1
Villarreal;Osasuna;2020/2021;11/04/2021;1;2;0;3;1;2
Valencia;R. Sociedad;2020/2021;11/04/2021;2;2;1;1;0;x
Real Valladolid;Granada;2020/2021;11/04/2021;1;2;0;3;1;2
Betis;Atlético;2020/2021;11/04/2021;1;1;1;1;0;x
Celta;Sevilla;2020/2021;12/04/2021;3;4;0;3;1;2
Levante;Sevilla;2020/2021;21/04/2021;0;1;0;3;1;2
Osasuna;Valencia;2020/2021;21/04/2021;3;1;3;0;2;1
Betis;Athletic;2020/2021;21/04/2021;0;0;1;1;0;x
Alavés;Villarreal;2020/2021;21/04/2021;2;1;3;0;1;1
Elche;Real Valladolid;2020/2021;21/04/2021;1;1;1;1;0;x
Cádiz;Real Madrid;2020/2021;21/04/2021;0;3;0;3;3;2
Atlético;Huesca;2020/2021;22/04/2021;2;0;3;0;2;1
R. Sociedad;Celta;2020/2021;22/04/2021;2;1;3;0;1;1
Granada;Eibar;2020/2021;22/04/2021;4;1;3;0;3;1
Barcelona;Getafe;2020/2021;22/04/2021;5;2;3;0;3;1
Elche;Levante;2020/2021;24/04/2021;1;0;3;0;1;1
Real Valladolid;Cádiz;2020/2021;24/04/2021;1;1;1;1;0;x
Valencia;Alavés;2020/2021;24/04/2021;1;1;1;1;0;x
Real Madrid;Betis;2020/2021;24/04/2021;0;0;1;1;0;x
Huesca;Getafe;2020/2021;25/04/2021;0;2;0;3;2;2
Villarreal;Barcelona;2020/2021;25/04/2021;1;2;0;3;1;2
Sevilla;Granada;2020/2021;25/04/2021;2;1;3;0;1;1
Celta;Osasuna;2020/2021;25/04/2021;2;1;3;0;1;1
Athletic;Atlético;2020/2021;25/04/2021;2;1;3;0;1;1
Eibar;R. Sociedad;2020/2021;26/04/2021;0;1;0;3;1;2
Osasuna;Elche;2020/2021;18/04/2021;2;0;3;0;2;1
R. Sociedad;Sevilla;2020/2021;18/04/2021;1;2;0;3;1;2
Atlético;Eibar;2020/2021;18/04/2021;5;0;3;0;5;1
Alavés;Huesca;2020/2021;18/04/2021;1;0;3;0;1;1
Cádiz;Celta;2020/2021;18/04/2021;0;0;1;1;0;x
Betis;Valencia;2020/2021;18/04/2021;2;2;1;1;0;x
Getafe;Real Madrid;2020/2021;18/04/2021;0;0;1;1;0;x
Levante;Villarreal;2020/2021;18/04/2021;1;5;0;3;4;2
Athletic;Real Valladolid;2020/2021;28/04/2021;2;2;1;1;0;x
Barcelona;Granada;2020/2021;29/04/2021;1;2;0;3;1;2
Celta;Levante;2020/2021;30/04/2021;2;0;3;0;2;1
Eibar;Alavés;2020/2021;01/05/2021;3;0;3;0;3;1
Elche;Atlético;2020/2021;01/05/2021;0;1;0;3;1;2
Huesca;R. Sociedad;2020/2021;01/05/2021;1;0;3;0;1;1
Real Madrid;Osasuna;2020/2021;01/05/2021;2;0;3;0;2;1
Real Valladolid;Betis;2020/2021;02/05/2021;1;1;1;1;0;x
Villarreal;Getafe;2020/2021;02/05/2021;1;0;3;0;1;1
Granada;Cádiz;2020/2021;02/05/2021;0;1;0;3;1;2
Valencia;Barcelona;2020/2021;02/05/2021;2;3;0;3;1;2
Sevilla;Athletic;2020/2021;03/05/2021;0;1;0;3;1;2
R. Sociedad;Elche;2020/2021;07/05/2021;2;0;3;0;2;1
Alavés;Levante;2020/2021;08/05/2021;2;2;1;1;0;x
Barcelona;Atlético;2020/2021;08/05/2021;0;0;1;1;0;x
Cádiz;Huesca;2020/2021;08/05/2021;2;1;3;0;1;1
Athletic;Osasuna;2020/2021;08/05/2021;2;2;1;1;0;x
Getafe;Eibar;2020/2021;08/05/2021;0;1;0;3;1;2
Valencia;Real Valladolid;2020/2021;09/05/2021;3;0;3;0;3;1
Villarreal;Celta;2020/2021;09/05/2021;2;4;0;3;2;2
Real Madrid;Sevilla;2020/2021;09/05/2021;2;2;1;1;0;x
Betis;Granada;2020/2021;09/05/2021;2;1;3;0;1;1
Osasuna;Cádiz;2020/2021;11/05/2021;3;2;3;0;1;1
Elche;Alavés;2020/2021;11/05/2021;0;2;0;3;2;2
Levante;Barcelona;2020/2021;11/05/2021;3;3;1;1;0;x
Sevilla;Valencia;2020/2021;12/05/2021;1;0;3;0;1;1
Huesca;Athletic;2020/2021;12/05/2021;1;0;3;0;1;1
Celta;Getafe;2020/2021;12/05/2021;1;0;3;0;1;1
Atlético;R. Sociedad;2020/2021;12/05/2021;2;1;3;0;1;1
Real Valladolid;Villarreal;2020/2021;13/05/2021;0;2;0;3;2;2
Eibar;Betis;2020/2021;13/05/2021;1;1;1;1;0;x
Granada;Real Madrid;2020/2021;13/05/2021;1;4;0;3;3;2
Barcelona;Celta;2020/2021;16/05/2021;1;2;0;3;1;2
Atlético;Osasuna;2020/2021;16/05/2021;2;1;3;0;1;1
Athletic;Real Madrid;2020/2021;16/05/2021;0;1;0;3;1;2
Valencia;Eibar;2020/2021;16/05/2021;4;1;3;0;3;1
Alavés;Granada;2020/2021;16/05/2021;4;2;3;0;2;1
R. Sociedad;Real Valladolid;2020/2021;16/05/2021;4;1;3;0;3;1
Betis;Huesca;2020/2021;16/05/2021;1;0;3;0;1;1
Cádiz;Elche;2020/2021;16/05/2021;1;3;0;3;2;2
Villarreal;Sevilla;2020/2021;16/05/2021;4;0;3;0;4;1
Getafe;Levante;2020/2021;16/05/2021;2;1;3;0;1;1
Levante;Cádiz;2020/2021;21/05/2021;2;2;1;1;0;x
Celta;Betis;2020/2021;22/05/2021;2;3;0;3;1;2
Eibar;Barcelona;2020/2021;22/05/2021;0;1;0;3;1;2
Elche;Athletic;2020/2021;22/05/2021;2;0;3;0;2;1
Real Valladolid;Atlético;2020/2021;22/05/2021;1;2;0;3;1;2
Huesca;Valencia;2020/2021;22/05/2021;0;0;1;1;0;x
Real Madrid;Villarreal;2020/2021;22/05/2021;2;1;3;0;1;1
Osasuna;R. Sociedad;2020/2021;22/05/2021;0;1;0;3;1;2
Granada;Getafe;2020/2021;23/05/2021;0;0;1;1;0;x
Sevilla;Alavés;2020/2021;23/05/2021;1;0;3;0;1;1
Valencia;Getafe;2021/2022;13/08/2021;1;0;3;0;1;1
Cádiz;Levante;2021/2022;14/08/2021;1;1;1;1;0;x
Mallorca;Betis;2021/2022;14/08/2021;1;1;1;1;0;x
Alavés;Real Madrid;2021/2022;14/08/2021;1;4;0;3;3;2
Osasuna;Espanyol;2021/2022;14/08/2021;0;0;1;1;0;x
Celta;Atlético;2021/2022;15/08/2021;1;2;0;3;1;2
Barcelona;R. Sociedad;2021/2022;15/08/2021;4;2;3;0;2;1
Sevilla;Rayo;2021/2022;15/08/2021;3;0;3;0;3;1
Villarreal;Granada;2021/2022;16/08/2021;0;0;1;1;0;x
Elche;Athletic;2021/2022;16/08/2021;0;0;1;1;0;x
Betis;Cádiz;2021/2022;20/08/2021;1;1;1;1;0;x
Alavés;Mallorca;2021/2022;21/08/2021;0;1;0;3;1;2
Espanyol;Villarreal;2021/2022;21/08/2021;0;0;1;1;0;x
Granada;Valencia;2021/2022;21/08/2021;1;1;1;1;0;x
Athletic;Barcelona;2021/2022;21/08/2021;1;1;1;1;0;x
R. Sociedad;Rayo;2021/2022;22/08/2021;1;0;3;0;1;1
Atlético;Elche;2021/2022;22/08/2021;1;0;3;0;1;1
Levante;Real Madrid;2021/2022;22/08/2021;3;3;1;1;0;x
Getafe;Sevilla;2021/2022;23/08/2021;0;1;0;3;1;2
Osasuna;Celta;2021/2022;23/08/2021;0;0;1;1;0;x
Mallorca;Espanyol;2021/2022;27/08/2021;1;0;3;0;1;1
Valencia;Alavés;2021/2022;27/08/2021;3;0;3;0;3;1
Celta;Athletic;2021/2022;28/08/2021;0;1;0;3;1;2
Elche;Sevilla;2021/2022;28/08/2021;1;1;1;1;0;x
R. Sociedad;Levante;2021/2022;28/08/2021;1;0;3;0;1;1
Betis;Real Madrid;2021/2022;28/08/2021;0;1;0;3;1;2
Barcelona;Getafe;2021/2022;29/08/2021;2;1;3;0;1;1
