Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Media_Goles_Locales;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Media_Goles_Visitantes;Puntos_Locales;Media_Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Media_Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Clasificacion_Europea;Resultados;Fecha;Temporada
Betis;Local;0;15;0,89;0;0;0;0;1,26;21;0;0;0;0;0;1;0;0;0;No;No;2;30/04/2016;2015/2016
Barcelona;Visitante;0;0;0;2;42;2,37;0;0;0;3;2,21;39;0;0;0;2;0;0;No;Si;2;30/04/2016;2015/2016
Granada;Local;3;26;1,37;0;0;0;3;1,21;23;0;0;0;2;0;0;0;0;0;No;No;1;30/04/2016;2015/2016
Las Palmas;Visitante;0;0;0;2;19;1,05;0;0;0;0;0,79;15;0;0;0;0;0;2;No;No;1;30/04/2016;2015/2016
R. Sociedad;Local;0;20;1,15;0;0;0;0;1,37;23;0;0;0;0;0;2;0;0;0;No;No;2;30/04/2016;2015/2016
Real Madrid;Visitante;0;0;0;1;38;2,11;0;0;0;3;2,16;38;0;0;0;6;0;0;No;Si;2;30/04/2016;2015/2016
Athletic;Local;2;32;1,84;0;0;0;3;1,95;34;0;0;0;1;0;0;0;0;0;No;Si;1;01/05/2016;2015/2016
Celta;Visitante;0;0;0;1;22;1,16;0;0;0;0;1,16;27;0;0;0;0;0;1;No;Si;1;01/05/2016;2015/2016
Espanyol;Local;1;18;1,16;0;0;0;3;1,68;29;0;0;0;1;0;0;0;0;0;No;No;1;01/05/2016;2015/2016
Sevilla;Visitante;0;0;0;0;12;0,68;0;0;0;0;0,47;9;0;0;0;0;0;4;No;No;1;01/05/2016;2015/2016
Deportivo;Local;0;25;1,32;0;0;0;0;1,05;20;0;0;0;0;0;3;0;0;0;No;No;2;01/05/2016;2015/2016
Getafe;Visitante;0;0;0;2;13;0,74;0;0;0;3;0,58;11;0;0;0;2;0;0;Si;No;2;01/05/2016;2015/2016
Valencia;Local;0;25;1,31;0;0;0;0;1,32;25;0;0;0;0;0;1;0;0;0;No;No;2;01/05/2016;2015/2016
Villarreal;Visitante;0;0;0;2;18;0,95;0;0;0;3;1,26;24;0;0;0;1;0;0;No;Si;2;01/05/2016;2015/2016
Málaga;Local;3;22;1,37;0;0;0;3;1,58;27;0;0;0;1;0;0;0;0;0;No;No;1;02/05/2016;2015/2016
Levante;Visitante;0;0;0;1;13;0,74;0;0;0;0;0,32;6;0;0;0;0;0;4;Si;No;1;02/05/2016;2015/2016
Barcelona;Local;5;67;3,52;0;0;0;3;2,58;49;0;0;0;2;0;0;0;0;0;No;Si;1;08/05/2016;2015/2016
Espanyol;Visitante;0;0;0;0;18;0,95;0;0;0;0;0,58;11;0;0;0;0;0;3;No;No;1;08/05/2016;2015/2016
Celta;Local;1;29;1,52;0;0;0;3;1,74;33;0;0;0;2;0;0;0;0;0;No;Si;1;08/05/2016;2015/2016
Málaga;Visitante;0;0;0;0;12;0,63;0;0;0;0;0,95;18;0;0;0;0;0;2;No;No;1;08/05/2016;2015/2016
Eibar;Local;1;26;1,37;0;0;0;1;1,53;29;0;0;0;0;2;0;0;0;0;No;No;x;08/05/2016;2015/2016
Betis;Visitante;0;0;0;1;17;0,89;0;0;0;1;1,11;21;0;0;0;0;1;0;No;No;x;08/05/2016;2015/2016
Getafe;Local;1;23;1,21;0;0;0;1;1,32;25;0;0;0;0;2;0;0;0;0;Si;No;x;08/05/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;1;12;0,63;0;0;0;1;0,74;14;0;0;0;0;1;0;No;No;x;08/05/2016;2015/2016
Las Palmas;Local;0;25;1,31;0;0;0;1;1,53;29;0;0;0;0;1;0;0;0;0;No;No;x;08/05/2016;2015/2016
Athletic;Visitante;0;0;0;0;23;1,21;0;0;0;1;1,32;28;0;0;0;0;2;0;No;Si;x;08/05/2016;2015/2016
Levante;Local;2;23;1,21;0;0;0;3;1,37;26;0;0;0;1;0;0;0;0;0;Si;No;1;08/05/2016;2015/2016
Atlético;Visitante;0;0;0;1;30;1,58;0;0;0;0;2,1;40;0;0;0;0;0;1;No;Si;1;08/05/2016;2015/2016
Real Madrid;Local;3;70;3,68;0;0;0;3;2,58;49;0;0;0;5;0;0;0;0;0;No;Si;1;08/05/2016;2015/2016
Valencia;Visitante;0;0;0;2;21;1,11;0;0;0;0;1;19;0;0;0;0;0;1;No;No;1;08/05/2016;2015/2016
Sevilla;Local;1;38;2;0;0;0;0;2,26;43;0;0;0;0;0;1;0;0;0;No;No;2;08/05/2016;2015/2016
Granada;Visitante;0;0;0;4;20;1,05;0;0;0;3;0,84;16;0;0;0;1;0;0;No;No;2;08/05/2016;2015/2016
R. Sociedad;Local;2;22;1,15;0;0;0;3;1,37;26;0;0;0;1;0;0;0;0;0;No;No;1;08/05/2016;2015/2016
Rayo;Visitante;0;0;0;1;23;1,21;0;0;0;0;0,53;10;0;0;0;0;0;2;Si;No;1;08/05/2016;2015/2016
Villarreal;Local;0;26;1,37;0;0;0;0;2,11;40;0;0;0;0;0;1;0;0;0;No;Si;2;08/05/2016;2015/2016
Deportivo;Visitante;0;0;0;2;20;1,05;0;0;0;3;1,16;22;0;0;0;1;0;0;No;No;2;08/05/2016;2015/2016
Valencia;Local;0;25;1,31;0;0;0;0;1,32;25;0;0;0;0;0;2;0;0;0;No;No;2;13/05/2016;2015/2016
R. Sociedad;Visitante;0;0;0;1;23;1,47;0;0;0;3;1,16;22;0;0;0;1;0;0;No;No;2;13/05/2016;2015/2016
Athletic;Local;3;35;1,84;0;0;0;3;1,95;37;0;0;0;2;0;0;0;0;0;No;Si;1;14/05/2016;2015/2016
Sevilla;Visitante;0;0;0;1;13;0,68;0;0;0;0;0,47;9;0;0;0;0;0;5;No;No;1;14/05/2016;2015/2016
Atlético;Local;2;33;1,74;0;0;0;3;2,53;48;0;0;0;7;0;0;0;0;0;No;Si;1;14/05/2016;2015/2016
Celta;Visitante;0;0;0;0;22;1,16;0;0;0;0;1,16;27;0;0;0;0;0;2;No;Si;1;14/05/2016;2015/2016
Granada;Local;0;26;1,37;0;0;0;0;1,21;23;0;0;0;0;0;1;0;0;0;No;No;2;14/05/2016;2015/2016
Barcelona;Visitante;0;0;0;3;45;2,37;0;0;0;3;2,21;42;0;0;0;3;0;0;No;Si;2;14/05/2016;2015/2016
Deportivo;Local;0;25;1,32;0;0;0;0;1,05;20;0;0;0;0;0;4;0;0;0;No;No;2;14/05/2016;2015/2016
Real Madrid;Visitante;0;0;0;2;40;2,11;0;0;0;3;2,16;41;0;0;0;7;0;0;No;Si;2;14/05/2016;2015/2016
Betis;Local;2;17;0,89;0;0;0;3;1,26;24;0;0;0;1;0;0;0;0;0;No;No;1;15/05/2016;2015/2016
Getafe;Visitante;0;0;0;1;14;0,74;0;0;0;0;0,58;11;0;0;0;0;0;1;Si;No;1;15/05/2016;2015/2016
Espanyol;Local;4;22;1,16;0;0;0;3;1,68;32;0;0;0;2;0;0;0;0;0;No;No;1;15/05/2016;2015/2016
Eibar;Visitante;0;0;0;2;23;1,21;0;0;0;0;0,74;14;0;0;0;0;0;4;No;No;1;15/05/2016;2015/2016
Málaga;Local;4;26;1,37;0;0;0;3;1,58;30;0;0;0;2;0;0;0;0;0;No;No;1;15/05/2016;2015/2016
Las Palmas;Visitante;0;0;0;1;20;1,05;0;0;0;0;0,79;15;0;0;0;0;0;3;No;No;1;15/05/2016;2015/2016
Sporting Gijón;Local;2;28;1,47;0;0;0;3;1,32;25;0;0;0;3;0;0;0;0;0;No;No;1;15/05/2016;2015/2016
Villarreal;Visitante;0;0;0;0;18;0,95;0;0;0;0;1,26;24;0;0;0;0;0;1;No;Si;1;15/05/2016;2015/2016
Rayo;Local;3;29;1,53;0;0;0;3;1,47;28;0;0;0;1;0;0;0;0;0;Si;No;1;15/05/2016;2015/2016
Levante;Visitante;0;0;0;1;14;0,74;0;0;0;0;0,32;6;0;0;0;0;0;5;Si;No;1;15/05/2016;2015/2016
Deportivo;Local;2;2;1,42;0;0;0;3;1,37;3;0;0;0;1;0;0;0;0;0;No;No;1;19/08/2016;2016/2017
Eibar;Visitante;0;0;0;1;1;1,42;0;0;0;0;1,11;0;0;0;0;0;0;1;No;No;1;19/08/2016;2016/2017
Málaga;Local;1;1;1,68;0;0;0;1;1,68;1;0;0;0;0;1;0;0;0;0;No;No;x;19/08/2016;2016/2017
Osasuna;Visitante;0;0;0;1;1;0,89;0;0;0;1;0,47;1;0;0;0;0;1;0;Si;No;x;19/08/2016;2016/2017
Barcelona;Local;6;6;3,36;0;0;0;3;2,53;3;0;0;0;1;0;0;0;0;0;No;Si;1;20/08/2016;2016/2017
Betis;Visitante;0;0;0;2;2;1;0;0;0;0;0,74;0;0;0;0;0;0;1;No;No;1;20/08/2016;2016/2017
Granada;Local;1;1;0,89;0;0;0;1;0,84;1;0;0;0;0;1;0;0;0;0;Si;No;x;20/08/2016;2016/2017
Villarreal;Visitante;0;0;0;1;1;1,11;0;0;0;1;1,58;1;0;0;0;0;1;0;No;Si;x;20/08/2016;2016/2017
Sevilla;Local;6;6;2,05;0;0;0;3;2,42;3;0;0;0;1;0;0;0;0;0;No;Si;1;20/08/2016;2016/2017
Espanyol;Visitante;0;0;0;4;4;1,11;0;0;0;0;1,42;0;0;0;0;0;0;1;No;No;1;20/08/2016;2016/2017
Atlético;Local;1;1;2,1;0;0;0;1;2,32;1;0;0;0;0;1;0;0;0;0;No;Si;x;21/08/2016;2016/2017
Alavés;Visitante;0;0;0;1;1;1,16;0;0;0;1;0,95;1;0;0;0;0;1;0;No;No;x;21/08/2016;2016/2017
R. Sociedad;Local;0;0;1,58;0;0;0;0;1,84;0;0;0;0;0;0;1;0;0;0;No;Si;2;21/08/2016;2016/2017
Real Madrid;Visitante;0;0;0;3;3;3,05;0;0;0;3;2,47;3;0;0;0;1;0;0;No;Si;2;21/08/2016;2016/2017
Sporting Gijón;Local;2;2;1,37;0;0;0;3;1;3;0;0;0;1;0;0;0;0;0;Si;No;1;21/08/2016;2016/2017
Athletic;Visitante;0;0;0;1;1;0,89;0;0;0;0;1,32;0;0;0;0;0;0;1;No;No;1;21/08/2016;2016/2017
Celta;Local;0;0;1,58;0;0;0;0;1,53;0;0;0;0;0;0;1;0;0;0;No;No;2;22/08/2016;2016/2017
Leganés;Visitante;0;0;0;1;1;0,74;0;0;0;3;0,74;3;0;0;0;1;0;0;No;No;2;22/08/2016;2016/2017
Valencia;Local;2;2;1,68;0;0;0;0;1,47;0;0;0;0;0;0;1;0;0;0;No;No;2;22/08/2016;2016/2017
Las Palmas;Visitante;0;0;0;4;4;1,05;0;0;0;3;0,32;3;0;0;0;1;0;0;No;No;2;22/08/2016;2016/2017
Betis;Local;0;0;1,16;0;0;0;1;1,32;1;0;0;0;0;1;0;0;0;0;No;No;x;26/08/2016;2016/2017
Deportivo;Visitante;0;0;0;0;0;0,84;0;0;0;1;0,53;1;0;0;0;0;1;0;No;No;x;26/08/2016;2016/2017
Espanyol;Local;2;2;1,47;0;0;0;1;1,52;1;0;0;0;0;1;0;0;0;0;No;No;x;26/08/2016;2016/2017
Málaga;Visitante;0;0;0;2;2;0,89;0;0;0;1;0,74;1;0;0;0;0;1;0;No;No;x;26/08/2016;2016/2017
Eibar;Local;1;1;1,53;0;0;0;3;1,74;3;0;0;0;1;0;0;0;0;0;No;No;1;27/08/2016;2016/2017
Valencia;Visitante;0;0;0;0;0;1,26;0;0;0;0;0,94;0;0;0;0;0;0;1;No;No;1;27/08/2016;2016/2017
Leganés;Local;0;0;1,16;0;0;0;1;1,11;1;0;0;0;0;1;0;0;0;0;No;No;x;27/08/2016;2016/2017
Atlético;Visitante;0;0;0;0;0;1,58;0;0;0;1;1;1;0;0;0;0;1;0;No;Si;x;27/08/2016;2016/2017
Osasuna;Local;0;0;1,21;0;0;0;0;0,68;0;0;0;0;0;0;1;0;0;0;Si;No;2;27/08/2016;2016/2017
R. Sociedad;Visitante;0;0;0;2;2;1,53;0;1,53;0;3;1,53;3;0;0;0;1;0;0;No;Si;2;27/08/2016;2016/2017
Real Madrid;Local;2;2;2,53;0;0;0;3;2,42;3;0;0;0;1;0;0;0;0;0;No;Si;1;27/08/2016;2016/2017
Celta;Visitante;0;0;0;1;1;1,11;0;0;0;0;1,21;0;0;0;0;0;0;1;No;No;1;27/08/2016;2016/2017
Alavés;Local;0;0;1;0;0;0;1;1,53;1;0;0;0;0;1;0;0;0;0;No;No;x;28/08/2016;2016/2017
Sporting Gijón;Visitante;0;0;0;0;0;0,84;0;0;0;1;0,63;1;0;0;0;0;1;0;Si;No;x;28/08/2016;2016/2017
Athletic;Local;0;0;1,89;0;0;0;0;2,26;0;0;0;0;0;0;1;0;0;0;No;No;2;28/08/2016;2016/2017
Barcelona;Visitante;0;0;0;1;1;2,74;0;0;0;3;2,21;3;0;0;0;1;0;0;No;Si;2;28/08/2016;2016/2017
Las Palmas;Local;5;5;1,74;0;0;0;3;1,74;3;0;0;0;1;0;0;0;0;0;No;No;1;28/08/2016;2016/2017
Granada;Visitante;0;0;0;1;1;0,68;0;0;0;0;0,21;0;0;0;0;0;0;1;Si;No;1;28/08/2016;2016/2017
Villarreal;Local;0;0;1,84;0;0;0;1;1,95;1;0;0;0;0;1;0;0;0;0;No;Si;x;28/08/2016;2016/2017
Sevilla;Visitante;0;0;0;0;0;1,58;0;0;0;1;1,37;1;0;0;0;0;1;0;No;Si;x;28/08/2016;2016/2017
R. Sociedad;Local;1;1;1,58;0;0;0;1;1,84;1;0;0;0;0;1;0;0;0;0;No;Si;x;09/09/2016;2016/2017
Espanyol;Visitante;0;0;0;1;5;1,11;0;0;0;1;1,42;1;0;0;0;0;1;0;No;No;x;09/09/2016;2016/2017
Barcelona;Local;1;7;3,36;0;0;0;0;2,53;3;0;0;0;0;0;1;0;0;0;No;Si;2;10/09/2016;2016/2017
Alavés;Visitante;0;0;0;2;3;1,16;0;0;0;3;0,95;4;0;0;0;1;0;0;No;No;2;10/09/2016;2016/2017
Celta;Local;0;0;1,58;0;0;0;0;1,53;0;0;0;0;0;0;2;0;0;0;No;No;2;10/09/2016;2016/2017
Atlético;Visitante;0;0;0;4;0;1,58;0;0;0;3;1;4;0;0;0;1;0;0;No;Si;2;10/09/2016;2016/2017
Málaga;Local;0;1;1,68;0;0;0;0;1,68;1;0;0;0;0;0;1;0;0;0;No;No;2;10/09/2016;2016/2017
Villarreal;Visitante;0;0;0;2;3;1,11;0;0;0;3;1,58;4;0;0;0;1;0;0;No;Si;2;10/09/2016;2016/2017
Real Madrid;Local;5;7;2,53;0;0;0;3;2,42;6;0;0;0;2;0;0;0;0;0;No;Si;1;10/09/2016;2016/2017
Osasuna;Visitante;0;0;0;2;3;0,89;0;0;0;0;0,47;1;0;0;0;0;0;1;Si;No;1;10/09/2016;2016/2017
Sevilla;Local;2;8;2,05;0;0;0;3;2,42;6;0;0;0;2;0;0;0;0;0;No;Si;1;10/09/2016;2016/2017
Las Palmas;Visitante;0;0;0;1;5;1,05;0;0;0;0;0,32;3;0;0;0;0;0;1;No;No;1;10/09/2016;2016/2017
Granada;Local;1;2;0,89;0;0;0;0;0,84;1;0;0;0;0;0;1;0;0;0;Si;No;2;11/09/2016;2016/2017
Eibar;Visitante;0;0;0;2;3;1,42;0;0;0;3;1,11;3;0;0;0;1;0;0;No;No;2;11/09/2016;2016/2017
Deportivo;Local;0;2;1,42;0;0;0;0;1,37;3;0;0;0;0;0;1;0;0;0;No;No;2;11/09/2016;2016/2017
Athletic;Visitante;0;0;0;1;2;0,89;0;0;0;3;1,32;3;0;0;0;1;0;0;No;No;2;11/09/2016;2016/2017
Sporting Gijón;Local;2;4;1,37;0;0;0;3;1;6;0;0;0;2;0;0;0;0;0;Si;No;1;11/09/2016;2016/2017
Leganés;Visitante;0;0;0;1;2;0,74;0;0;0;0;0,74;3;0;0;0;0;0;1;No;No;1;11/09/2016;2016/2017
Valencia;Local;2;4;1,68;0;0;0;0;1,47;0;0;0;0;0;0;2;0;0;0;No;No;2;11/09/2016;2016/2017
Betis;Visitante;0;0;0;3;5;1;0;0;0;3;0,74;3;0;0;0;1;0;0;No;No;2;11/09/2016;2016/2017
Betis;Local;2;2;1,16;0;0;0;1;1,32;2;0;0;0;0;2;0;0;0;0;No;No;x;16/09/2016;2016/2017
Granada;Visitante;0;0;0;2;3;0,68;0;0;0;1;0,21;1;0;0;0;0;1;0;Si;No;x;16/09/2016;2016/2017
Atlético;Local;5;6;2,1;0;0;0;3;2,32;4;0;0;0;1;0;0;0;0;0;No;Si;1;17/09/2016;2016/2017
Sporting Gijón;Visitante;0;0;0;0;0;0,84;0;0;0;0;0,63;1;0;0;0;0;0;1;Si;No;1;17/09/2016;2016/2017
Eibar;Local;1;2;1,53;0;0;0;1;1,74;4;0;0;0;0;1;0;0;0;0;No;No;x;17/09/2016;2016/2017
Sevilla;Visitante;0;0;0;1;1;1,58;0;0;0;1;1,37;2;0;0;0;0;2;0;No;Si;x;17/09/2016;2016/2017
Las Palmas;Local;1;6;1,74;0;0;0;3;1,74;6;0;0;0;2;0;0;0;0;0;No;No;1;17/09/2016;2016/2017
Málaga;Visitante;0;0;0;0;2;0,89;0;0;0;0;0,74;1;0;0;0;0;0;1;No;No;1;17/09/2016;2016/2017
Leganés;Local;1;1;1,16;0;0;0;0;1,11;1;0;0;0;0;0;1;0;0;0;No;No;2;17/09/2016;2016/2017
Barcelona;Visitante;0;0;0;5;6;2,74;0;0;0;3;2,21;6;0;0;0;2;0;0;No;Si;2;17/09/2016;2016/2017
Athletic;Local;2;2;1,89;0;0;0;3;2,26;3;0;0;0;1;0;0;0;0;0;No;No;1;18/09/2016;2016/2017
Valencia;Visitante;0;0;0;1;1;1,26;0;0;0;0;0,94;0;0;0;0;0;0;2;No;No;1;18/09/2016;2016/2017
Espanyol;Local;0;2;1,47;0;0;0;0;1,52;1;0;0;0;0;0;1;0;0;0;No;No;2;18/09/2016;2016/2017
Real Madrid;Visitante;0;0;0;2;5;3,05;0;0;0;3;2,47;6;0;0;0;2;0;0;No;Si;2;18/09/2016;2016/2017
Osasuna;Local;0;0;1,21;0;0;0;1;0,68;1;0;0;0;0;1;0;0;0;0;Si;No;x;18/09/2016;2016/2017
Celta;Visitante;0;0;0;0;1;1,11;0;0;0;1;1,21;1;0;0;0;0;1;0;No;No;x;18/09/2016;2016/2017
Villarreal;Local;2;2;1,84;0;0;0;3;1,95;4;0;0;0;1;0;0;0;0;0;No;Si;1;18/09/2016;2016/2017
R. Sociedad;Visitante;0;0;0;1;3;1,53;0;0;0;0;1,53;3;0;0;0;0;0;1;No;Si;1;18/09/2016;2016/2017
Alavés;Local;0;0;1;0;0;0;1;1,53;2;0;0;0;0;2;0;0;0;0;No;No;x;19/09/2016;2016/2017
Deportivo;Visitante;0;0;0;0;0;0,84;0;0;0;1;0,53;2;0;0;0;0;2;0;No;No;x;19/09/2016;2016/2017
Málaga;Local;2;3;1,68;0;0;0;3;1,68;4;0;0;0;1;0;0;0;0;0;No;No;1;20/09/2016;2016/2017
Eibar;Visitante;0;0;0;1;4;1,42;0;0;0;0;1,11;3;0;0;0;0;0;1;No;No;1;20/09/2016;2016/2017
Sevilla;Local;1;9;2,05;0;0;0;3;2,42;9;0;0;0;3;0;0;0;0;0;No;Si;1;20/09/2016;2016/2017
Betis;Visitante;0;0;0;0;5;1;0;0;0;0;0,74;3;0;0;0;0;0;1;No;No;1;20/09/2016;2016/2017
Barcelona;Local;1;8;3,36;0;0;0;1;2,53;4;0;0;0;0;1;0;0;0;0;No;Si;x;21/09/2016;2016/2017
Atlético;Visitante;0;0;0;1;4;1,58;0;0;0;1;1;5;0;0;0;0;1;0;No;Si;x;21/09/2016;2016/2017
Celta;Local;2;2;1,58;0;0;0;3;1,53;3;0;0;0;1;0;0;0;0;0;No;No;1;21/09/2016;2016/2017
Sporting Gijón;Visitante;0;0;0;1;1;0,84;0;0;0;0;0,63;1;0;0;0;0;0;2;Si;No;1;21/09/2016;2016/2017
Granada;Local;1;3;0,89;0;0;0;0;0,84;1;0;0;0;0;0;2;0;0;0;Si;No;2;21/09/2016;2016/2017
Athletic;Visitante;0;0;0;2;4;0,89;0;0;0;3;1,32;6;0;0;0;2;0;0;No;No;2;21/09/2016;2016/2017
Real Madrid;Local;1;8;2,53;0;0;0;1;2,42;7;0;0;0;0;1;0;0;0;0;No;Si;x;21/09/2016;2016/2017
Villarreal;Visitante;0;0;0;1;4;1,11;0;0;0;1;1,58;5;0;0;0;0;1;0;No;Si;x;21/09/2016;2016/2017
R. Sociedad;Local;4;5;1,58;0;0;0;3;1,84;4;0;0;0;1;0;0;0;0;0;No;Si;1;21/09/2016;2016/2017
Las Palmas;Visitante;0;0;0;1;6;1,05;0;0;0;0;0,32;3;0;0;0;0;0;2;No;No;1;21/09/2016;2016/2017
Deportivo;Local;1;3;1,42;0;0;0;0;1,37;3;0;0;0;0;0;2;0;0;0;No;No;2;22/09/2016;2016/2017
Leganés;Visitante;0;0;0;2;4;0,74;0;0;0;3;0,74;6;0;0;0;1;0;0;No;No;2;22/09/2016;2016/2017
Osasuna;Local;1;1;1,21;0;0;0;0;0,68;1;0;0;0;0;0;1;0;0;0;Si;No;2;22/09/2016;2016/2017
Espanyol;Visitante;0;0;0;2;7;1,11;0;0;0;3;1,42;4;0;0;0;1;0;0;No;No;2;22/09/2016;2016/2017
Valencia;Local;2;6;1,68;0;0;0;3;1,47;3;0;0;0;1;0;0;0;0;0;No;No;1;22/09/2016;2016/2017
Alavés;Visitante;0;0;0;1;4;1,16;0;0;0;0;0,95;4;0;0;0;0;0;1;No;No;1;22/09/2016;2016/2017
Betis;Local;1;3;1,16;0;0;0;3;1,32;5;0;0;0;1;0;0;0;0;0;No;No;1;23/09/2016;2016/2017
Málaga;Visitante;0;0;0;0;2;0,89;0;0;0;0;0,74;1;0;0;0;0;0;2;No;No;1;23/09/2016;2016/2017
Athletic;Local;3;5;1,89;0;0;0;3;2,26;6;0;0;0;2;0;0;0;0;0;No;No;1;24/09/2016;2016/2017
Sevilla;Visitante;0;0;0;1;2;1,58;0;0;0;0;1,37;2;0;0;0;0;0;1;No;Si;1;24/09/2016;2016/2017
Eibar;Local;2;4;1,53;0;0;0;3;1,74;7;0;0;0;1;0;0;0;0;0;No;No;1;24/09/2016;2016/2017
R. Sociedad;Visitante;0;0;0;0;3;1,53;0;0;0;0;1,53;3;0;0;0;0;0;2;No;Si;1;24/09/2016;2016/2017
Las Palmas;Local;2;8;1,74;0;0;0;1;1,74;7;0;0;0;0;1;0;0;0;0;No;No;x;24/09/2016;2016/2017
Real Madrid;Visitante;0;0;0;2;7;3,05;0;0;0;1;2,47;7;0;0;0;0;1;0;No;Si;x;24/09/2016;2016/2017
Sporting Gijón;Local;0;4;1,37;0;0;0;0;1;6;0;0;0;0;0;1;0;0;0;Si;No;2;24/09/2016;2016/2017
Barcelona;Visitante;0;0;0;5;11;2,74;0;0;0;3;2,21;9;0;0;0;3;0;0;No;Si;2;24/09/2016;2016/2017
Atlético;Local;1;7;2,1;0;0;0;3;2,32;7;0;0;0;2;0;0;0;0;0;No;Si;1;25/09/2016;2016/2017
Deportivo;Visitante;0;0;0;0;0;0,84;0;0;0;0;0,53;2;0;0;0;0;0;1;No;No;1;25/09/2016;2016/2017
Espanyol;Local;0;2;1,47;0;0;0;0;1,52;1;0;0;0;0;0;2;0;0;0;No;No;2;25/09/2016;2016/2017
Celta;Visitante;0;0;0;2;3;1,11;0;0;0;3;1,21;4;0;0;0;1;0;0;No;No;2;25/09/2016;2016/2017
Leganés;Local;1;2;1,16;0;0;0;0;1,11;1;0;0;0;0;0;2;0;0;0;No;No;2;25/09/2016;2016/2017
Valencia;Visitante;0;0;0;2;3;1,26;0;0;0;3;0,94;3;0;0;0;1;0;0;No;No;2;25/09/2016;2016/2017
Villarreal;Local;3;5;1,84;0;0;0;3;1,95;7;0;0;0;2;0;0;0;0;0;No;Si;1;25/09/2016;2016/2017
Osasuna;Visitante;0;0;0;1;4;0,89;0;0;0;0;0,47;1;0;0;0;0;0;2;Si;No;1;25/09/2016;2016/2017
Alavés;Local;3;3;1;0;0;0;3;1,53;5;0;0;0;1;0;0;0;0;0;No;No;1;26/09/2016;2016/2017
Granada;Visitante;0;0;0;1;4;0,68;0;0;0;0;0,21;1;0;0;0;0;0;1;Si;No;1;26/09/2016;2016/2017
R. Sociedad;Local;1;6;1,58;0;0;0;3;1,84;7;0;0;0;2;0;0;0;0;0;No;Si;1;30/09/2016;2016/2017
Betis;Visitante;0;0;0;0;5;1;0;0;0;0;0,74;3;0;0;0;0;0;2;No;No;1;30/09/2016;2016/2017
Granada;Local;0;3;0,89;0;0;0;0;0,84;1;0;0;0;0;0;3;0;0;0;Si;No;2;01/10/2016;2016/2017
Leganés;Visitante;0;0;0;1;5;0,74;0;0;0;3;0,74;9;0;0;0;2;0;0;No;No;2;01/10/2016;2016/2017
Deportivo;Local;2;5;1,42;0;0;0;3;1,37;6;0;0;0;1;0;0;0;0;0;No;No;1;01/10/2016;2016/2017
Sporting Gijón;Visitante;0;0;0;1;2;0,84;0;0;0;0;0,63;1;0;0;0;0;0;3;Si;No;1;01/10/2016;2016/2017
Osasuna;Local;2;3;1,21;0;0;0;1;0,68;2;0;0;0;0;1;0;0;0;0;Si;No;x;01/10/2016;2016/2017
Las Palmas;Visitante;0;0;0;2;8;1,05;0;0;0;1;0,32;4;0;0;0;0;1;0;No;No;x;01/10/2016;2016/2017
Sevilla;Local;2;11;2,05;0;0;0;3;2,42;12;0;0;0;4;0;0;0;0;0;No;Si;1;01/10/2016;2016/2017
Alavés;Visitante;0;0;0;1;5;1,16;0;0;0;0;0,95;4;0;0;0;0;0;2;No;No;1;01/10/2016;2016/2017
Celta;Local;4;6;1,58;0;0;0;3;1,53;6;0;0;0;2;0;0;0;0;0;No;No;1;02/10/2016;2016/2017
Barcelona;Visitante;0;0;0;3;14;2,74;0;0;0;0;2,21;9;0;0;0;0;0;1;No;Si;1;02/10/2016;2016/2017
Espanyol;Local;0;2;1,47;0;0;0;1;1,52;2;0;0;0;0;1;0;0;0;0;No;No;x;02/10/2016;2016/2017
Villarreal;Visitante;0;0;0;0;4;1,11;0;0;0;1;1,58;6;0;0;0;0;2;0;No;Si;x;02/10/2016;2016/2017
Málaga;Local;2;5;1,68;0;0;0;3;1,68;7;0;0;0;2;0;0;0;0;0;No;No;1;02/10/2016;2016/2017
Athletic;Visitante;0;0;0;1;5;0,89;0;0;0;0;1,32;6;0;0;0;0;0;1;No;No;1;02/10/2016;2016/2017
Real Madrid;Local;1;9;2,53;0;0;0;1;2,42;8;0;0;0;0;2;0;0;0;0;No;Si;x;02/10/2016;2016/2017
Eibar;Visitante;0;0;0;1;5;1,42;0;0;0;1;1,11;4;0;0;0;0;1;0;No;No;x;02/10/2016;2016/2017
Valencia;Local;0;6;1,68;0;0;0;0;1,47;3;0;0;0;0;0;1;0;0;0;No;No;2;02/10/2016;2016/2017
Atlético;Visitante;0;0;0;2;5;1,58;0;0;0;3;1;8;0;0;0;1;0;0;No;Si;2;02/10/2016;2016/2017
Las Palmas;Local;0;8;1,74;0;0;0;1;1,74;8;0;0;0;0;2;0;0;0;0;No;No;x;14/10/2016;2016/2017
Espanyol;Visitante;0;0;0;0;7;1,11;0;0;0;1;1,42;5;0;0;0;0;1;0;No;No;x;14/10/2016;2016/2017
